id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1336475407038734343,1336019276331966464,2020-12-09 00:59:02 UTC,2020-12-09,00:59:02,+0000,1334663710116339716,bibo_land,Bibo Land,,"@T_Bouhafs Quand les #naziodroitiste veulent appliquer la taqia, ils ont des amis noirs et rebeu",fr,[],[],[],0,0,0,['naziodroitiste'],[],https://twitter.com/Bibo_Land/status/1336475407038734343,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336475174271655937,1336266143858909184,2020-12-09 00:58:06 UTC,2020-12-09,00:58:06,+0000,1284948423154765824,drivebyme1996,Teigne,,@TF12050025 @T_Bouhafs Ptn t'es perspicace toi,fr,[],[],[],0,0,1,[],[],https://twitter.com/Drivebyme1996/status/1336475174271655937,False,,0,,,,,,,,"[{'screen_name': 'TF12050025', 'name': 'Séparatiste', 'id': '1176237146514055175'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336475027026358273,1336266143858909184,2020-12-09 00:57:31 UTC,2020-12-09,00:57:31,+0000,1334663710116339716,bibo_land,Bibo Land,,@T_Bouhafs Les #naziodroitiste ne se trouvent pas que dans la police malheureusement,fr,[],[],[],0,0,0,['naziodroitiste'],[],https://twitter.com/Bibo_Land/status/1336475027026358273,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336473936847114241,1336030455989227527,2020-12-09 00:53:11 UTC,2020-12-09,00:53:11,+0000,1304500636906672128,sba74755902,Séba,,@AnneTessier7 @Mikapsg1546 @T_Bouhafs Car après tout ils ne font que faire tourner l’économie française pour pouvoir financer tous les parasites qui nous enfoncent un peu plus chaque jour avec leur haine de la France (qui les soignent et nourrissent tous) seul pays au monde,fr,[],[],[],0,0,0,[],[],https://twitter.com/Sba74755902/status/1336473936847114241,False,,0,,,,,,,,"[{'screen_name': 'AnneTessier7', 'name': 'Anne Tessier', 'id': '1241380612243685376'}, {'screen_name': 'Mikapsg1546', 'name': 'Mikatipi', 'id': '893821890002857984'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336473621829726219,1336266143858909184,2020-12-09 00:51:56 UTC,2020-12-09,00:51:56,+0000,1284948423154765824,drivebyme1996,Teigne,,@NajBilal @T_Bouhafs Mdr ben va en Chine par exemple ma grande tu met pas un orteil dans un taxi,fr,[],[],[],0,0,0,[],[],https://twitter.com/Drivebyme1996/status/1336473621829726219,False,,0,,,,,,,,"[{'screen_name': 'NajBilal', 'name': '﷽', 'id': '302436330'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336473183885651970,1336030455989227527,2020-12-09 00:50:12 UTC,2020-12-09,00:50:12,+0000,1304500636906672128,sba74755902,Séba,,"@AnneTessier7 @Mikapsg1546 @T_Bouhafs Tu as raison, continuons à financer les clandestins et le Maghreb avec l’AME et les fraudes sociales (parce que sinon nous sommes racistes) et occupons nous des patrons du CAC 40 car ils gagnent trop d’argent et font de l’optimisation fiscale",fr,[],[],[],1,0,0,[],[],https://twitter.com/Sba74755902/status/1336473183885651970,False,,0,,,,,,,,"[{'screen_name': 'AnneTessier7', 'name': 'Anne Tessier', 'id': '1241380612243685376'}, {'screen_name': 'Mikapsg1546', 'name': 'Mikatipi', 'id': '893821890002857984'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336472957690974209,1336228878541615104,2020-12-09 00:49:18 UTC,2020-12-09,00:49:18,+0000,952985425483911168,jeanrafal1,Jean Spartacus,,@Poulin2012 @T_Bouhafs @GaspardGlanz Les vieux-beau crooner c'est tellement has been qu'il ne sait plus où il habite.  &gt; &lt;,fr,[],[],[],0,0,0,[],[],https://twitter.com/JeanRafal1/status/1336472957690974209,False,,0,,,,,,,,"[{'screen_name': 'Poulin2012', 'name': 'Alexis Poulin', 'id': '474073938'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'GaspardGlanz', 'name': 'Gaspard Glanz', 'id': '53798973'}]",,,,
1336472611480612864,1336266143858909184,2020-12-09 00:47:55 UTC,2020-12-09,00:47:55,+0000,1284948423154765824,drivebyme1996,Teigne,,@sisitahu @T_Bouhafs Culotté de généraliser sur une couleur pour dire qu'elle est raciste,fr,[],[],[],0,0,0,[],[],https://twitter.com/Drivebyme1996/status/1336472611480612864,False,,0,,,,,,,,"[{'screen_name': 'sisitahu', 'name': 'El Diablo', 'id': '1055506983296614400'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336467946105933832,1335576172667789312,2020-12-09 00:29:23 UTC,2020-12-09,00:29:23,+0000,1161344589732765697,cmartel18,C. MARTEL,,@JuyRaphael @T_Bouhafs @EricPiolle Et pourquoi ils fuyaient la police? Perso je m’arrête quand un policier ou gendarme me le signifie. Et ça c’est toujours très bien passé.,fr,[],[],[],0,0,0,[],[],https://twitter.com/CMARTEL18/status/1336467946105933832,False,,0,,,,,,,,"[{'screen_name': 'JuyRaphael', 'name': 'Juy Raphael', 'id': '1391153136'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'EricPiolle', 'name': 'Éric Piolle', 'id': '1137353412'}]",,,,
1336463169162801153,1336266143858909184,2020-12-09 00:10:24 UTC,2020-12-09,00:10:24,+0000,931808859697614848,hendrikslamar,Hendriks HAIKOU,,@Julasset @T_Bouhafs 😂😂😂,und,[],[],[],0,0,0,[],[],https://twitter.com/HendriksLamar/status/1336463169162801153,False,,0,,,,,,,,"[{'screen_name': 'Julasset', 'name': 'Cabri sans cor', 'id': '404270739'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336462427358195719,1336291446136180737,2020-12-09 00:07:27 UTC,2020-12-09,00:07:27,+0000,1229358020519485440,ame_lance,Lance L’Ame,,@laveritepradama @T_Bouhafs Quand la police est là rode la mort  https://t.co/ZKHaJv8WYN,fr,[],['https://youtu.be/BJZG1CBLKtE'],[],0,0,0,[],[],https://twitter.com/ame_lance/status/1336462427358195719,False,,0,,,,,,,,"[{'screen_name': 'laveritepradama', 'name': 'La Vérité Pour Adama', 'id': '783710695716159489'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336461860447662082,1333489164428472325,2020-12-09 00:05:12 UTC,2020-12-09,00:05:12,+0000,1288571146158448640,garrywindust,windust garry,,"@T_Bouhafs @christine_kelly @CNEWS Tu en dis quoi Oui-ja !  Qu'il nous casses les roustons l'envahisseur.  Ouin ouin le raciste ! Cette ""pute"" je supute qu'il m'insulte dit l'infiltré de la secte #Islamofasciste  https://t.co/i0tTpu9m7r",fr,[],['https://twitter.com/SeedBorn/status/973244359134142464?s=19'],[],0,0,0,['islamofasciste'],[],https://twitter.com/GarryWindust/status/1336461860447662082,False,https://twitter.com/SeedBorn/status/973244359134142464?s=19,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'christine_kelly', 'name': 'Christine KELLY', 'id': '1072300501'}, {'screen_name': 'CNEWS', 'name': 'CNEWS', 'id': '18396319'}]",,,,
1336460139327582208,1336266143858909184,2020-12-08 23:58:22 UTC,2020-12-08,23:58:22,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @spostren @T_Bouhafs J’adore les gens comme toi prêt à dire tout et n’importe quoi pour défendre les « minorité » tu prend ce qui doit représenté (allez au hasard) 10-15% et le mettre même niveau que la majorité. Et puisque que t’aime les sciences sociales les flics ont l’expérience du terrain,fr,[],[],[],0,0,0,[],[],https://twitter.com/Suikon4/status/1336460139327582208,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336459011986747401,1336266143858909184,2020-12-08 23:53:53 UTC,2020-12-08,23:53:53,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @T_Bouhafs  https://t.co/Om0kMBBiqa je t’invite a te renseigner sur ce lien ou d’autre si tu veux,fr,[],['https://www.lengadoc-info.com/15129/international/etats-unis-selon-le-fbi-48-des-meurtriers-sont-des-noirs/amp/'],[],0,0,0,[],[],https://twitter.com/Suikon4/status/1336459011986747401,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336458690531090434,1336266143858909184,2020-12-08 23:52:36 UTC,2020-12-08,23:52:36,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @T_Bouhafs raciste mais dans sa globalité se sont pour des raisons de récurrence de profil,fr,[],[],[],0,0,0,[],[],https://twitter.com/Suikon4/status/1336458690531090434,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336458659031814145,1336266143858909184,2020-12-08 23:52:29 UTC,2020-12-08,23:52:29,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @T_Bouhafs oublie où est la vraie violence et les réactions sont démesuré surtout quand on sait le nombre de policiers et gendarmes tué et je ne parle même pas ceux qui se sucident sans qu’il y ait des débats TV sur ce sujet. Alors oui il peut y avoir des contrôle au faciès pour des raisons,fr,[],[],[],1,0,0,[],[],https://twitter.com/Suikon4/status/1336458659031814145,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336458584918536192,1336266143858909184,2020-12-08 23:52:11 UTC,2020-12-08,23:52:11,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @T_Bouhafs Ok les 2 sont graves ok les flics qui sont raciste homophobe violent tout ce que tu veux doivent (quand on arrive à les repérer) virer/condamné mais ce que j’essaye te dire c’est que c’est tellement infime y’a tellement un effet loupe sur cette extrême minorité de flics que on,fr,[],[],[],1,0,0,[],[],https://twitter.com/Suikon4/status/1336458584918536192,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336456058936627203,1336266143858909184,2020-12-08 23:42:09 UTC,2020-12-08,23:42:09,+0000,754304457425518593,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs Que pk me menacée avec ce PA (pistolet automatique) rep « ta gélule » moi - vs savez vous ne me faites pas peur avec votre p/a je joue du famas et là le ton a changé... breff a la fin je leur ai appris à dire bonjour ,le merci au revoir y on ut du mal après la leçon de morale !!!",fr,[],[],[],0,0,0,[],[],https://twitter.com/LaVroF01/status/1336456058936627203,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336454810581741575,1336266143858909184,2020-12-08 23:37:11 UTC,2020-12-08,23:37:11,+0000,602750860,evilpotatoes1,evilpotatoes,,"@T_Bouhafs Mais en vrai, c'est quoi ces micro trotoire ou les journalistes sont plusieurs pour s'adresser aux passant ? 😂",fr,[],[],[],0,0,0,[],[],https://twitter.com/evilpotatoes1/status/1336454810581741575,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336454587633586176,1336266143858909184,2020-12-08 23:36:18 UTC,2020-12-08,23:36:18,+0000,754304457425518593,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs 2 voiture pour une personne sans même dire bj je ne me suis pas laisser faire !! Et je les aies bien humiliées,primo pas de matricule je leur aie demandé leur papiers ça les a fait chier ! Puis plusieurs remarque rascistes et menaces avec armes a feux... je leur ai simplement dit",fr,[],[],[],0,0,0,[],[],https://twitter.com/LaVroF01/status/1336454587633586176,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336454339595005954,1336266143858909184,2020-12-08 23:35:19 UTC,2020-12-08,23:35:19,+0000,602750860,evilpotatoes1,evilpotatoes,,@T_Bouhafs Un tas de pays quand même ! 😂,fr,[],[],[],0,0,0,[],[],https://twitter.com/evilpotatoes1/status/1336454339595005954,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336453586201546753,1336266143858909184,2020-12-08 23:32:19 UTC,2020-12-08,23:32:19,+0000,754304457425518593,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs Alors mon ami je t explique moi ancien soldat français qui suis issue de l immigration je me suis fait contrôler par la bac à Lyon vêtue comme un jeune avec sa copine avec un chino et un pulle jules, ma copine s’appelle Camille avc sa belle tête de blanche RIEN!!!",fr,[],[],[],0,0,1,[],[],https://twitter.com/LaVroF01/status/1336453586201546753,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336453338817245186,1336453338817245186,2020-12-08 23:31:20 UTC,2020-12-08,23:31:20,+0000,570039132,mumlag,Mumlag🖤,,"@T_Bouhafs et @GaspardGlanz SONT journalistes. Militants ? Oui, tout comme vous. Juste ""pas dans le même camp"", comme dirait le préfet de police",fr,"[{'screen_name': 't_bouhafs', 'name': 'taha bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'gaspardglanz', 'name': 'gaspard glanz', 'id': '53798973'}]",[],[],0,0,0,[],[],https://twitter.com/Mumlag/status/1336453338817245186,False,https://twitter.com/Poulin2012/status/1336228878541615104,0,,,,,,,,[],,,,
